,index,Cotacao,Cresc.5anos,DY,Div.Brut/Pat.,EV/EBIT,EV/EBITDA,Liq.2meses,Liq.Corr.,Mrg.Ebit,Mrg.Liq.,P/ACL,P/Ativo,P/Cap.Giro,P/EBIT,P/L,P/VP,PSR,Pat.Liq,ROE,ROIC,change,closingPrice,eps,high,lastPrice,lastYearHigh,lastYearLow,low,marketCap,name,pe,priceOpen,shares,volume,volumeAvg,sector,subSector,segment
136,CRIV4,6.45,-0.0451,0.0674,0.0,0.0,0.0,14079.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.67,0.0,992692000.0,0.0483,0.0,0.0,6.45,0.53,0.0,6.45,7.39,5.51,0.0,595331612,Financeira Alfa SA Credt Fincmnt Invmtos Preference Shares,12.25,0.0,44206287,0,2400,Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento
137,CRPG3,81.0,0.1097,0.0,0.01,10.73,9.51,2192.69,6.9,0.2261,0.2902,4.13,2.135,3.13,12.71,9.91,2.96,2.875,793040000.0,0.2992,0.2673,0.0,81.0,8.18,0.0,81.0,89.0,21.0,0.0,2491432337,Tronox Pigmentos do Brasil SA,9.91,0.0,10158398,0,26,Materiais Básicos,Químicos,Químicos Diversos
138,CRPG5,81.5,0.1097,0.0182,0.01,10.81,9.58,1185490.0,6.9,0.2261,0.2902,4.15,2.148,3.15,12.79,9.97,2.98,2.892,793040000.0,0.2992,0.2673,4.31,81.5,8.18,89.0,85.01,98.96,19.5,81.52,2491432337,Tronox Pigmentos do Brasil SA Preference Shares Series A,10.28,81.53,12342238,12500,14890,Materiais Básicos,Químicos,Químicos Diversos
139,CRPG6,85.89,0.1097,0.0172,0.01,11.5,10.2,383233.0,6.9,0.2261,0.2902,4.38,2.264,3.32,13.48,10.51,3.14,3.048,793040000.0,0.2992,0.2673,1.29,85.89,8.18,88.0,87.0,94.0,18.51,87.0,2491432337,Tronox Pigmentos do Brasil SA Preference Shares Series B,10.64,88.0,6518111,600,6923,Materiais Básicos,Químicos,Químicos Diversos
140,CSAB3,65.0,-0.1209,0.0286,0.0,0.0,0.0,1093.81,0.0,17.0597,17.6243,0.0,1.324,0.0,10.03,9.71,2.87,171.135,173682000.0,0.296,0.0,0.0,65.0,6.69,0.0,65.0,69.01,34.5,0.0,441600000,Companhia de Seguros Alianca da Bahia,9.71,0.0,3840000,0,10,Financeiro e Outros,Previdência e Seguros,Seguradoras
141,CSAB4,50.0,-0.1209,0.0409,0.0,0.0,0.0,3125.93,0.0,17.0597,17.6243,0.0,1.018,0.0,7.72,7.47,2.21,131.642,173682000.0,0.296,0.0,0.0,50.0,6.69,0.0,50.0,60.0,30.0,0.0,441600000,Companhia de Seguros Alianca da Bahia Preference Shares,7.47,0.0,3840000,0,43,Financeiro e Outros,Previdência e Seguros,Seguradoras
142,CSAN3,25.02,0.2173,0.0103,3.94,39.06,28.04,228352000.0,2.16,0.1368,0.1019,-1.23,0.609,5.12,23.29,33.77,4.66,3.186,10070900000.0,0.1379,0.0302,-1.36,25.02,0.58,25.46,24.68,25.92,16.13,24.51,46308267984,Cosan SA,42.79,24.95,1874070932,8045500,9627190,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
143,CSED3,15.35,0.0,0.0098,0.85,28.88,14.79,5761120.0,2.6,0.1136,-0.0007,-3.14,1.234,6.79,28.6,-4696.29,3.96,3.248,1478720000.0,-0.0008,0.0587,-1.04,15.35,0.04,15.35,15.19,15.5,10.33,14.99,11561573450,Cruzeiro do Sul Educacional SA,392.43,15.34,381822240,988200,475183,Consumo Cíclico,Diversos,Serviços Educacionais
144,CSMG3,16.75,0.0781,0.1681,0.55,6.74,4.53,33336300.0,1.25,0.2467,0.1609,-2.05,0.537,14.65,4.74,7.28,0.96,1.17,6611550000.0,0.1324,0.1251,-1.43,16.75,2.31,16.8,16.51,21.05,13.01,16.41,6300792093,Companhia de Saneamento de Minas Gerais,7.18,16.76,380253069,828000,1493060,Utilidade Pública,Água e Saneamento,Água e Saneamento
145,CSNA3,42.04,0.1864,0.0155,2.37,5.8,4.83,534246000.0,1.8,0.3493,0.3084,-2.58,0.837,4.41,4.56,5.61,4.05,1.592,14387500000.0,0.7225,0.2824,1.45,42.04,7.53,42.83,42.65,53.9,10.38,42.15,11816560817,Companhia Siderurgica Nacional,5.65,42.46,1387524047,3571500,11013453,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
146,CSRN3,21.0,0.1103,0.0809,1.31,10.22,8.38,35760.4,1.9,0.171,0.1281,-1.55,0.728,6.51,7.09,9.47,2.46,1.213,1433000000.0,0.2601,0.116,1.9,21.0,2.19,22.4,21.4,27.26,14.0,21.02,4043855207,Companhia Enrgtca do Ro Grnd do Nrt Csrn,9.78,21.02,129746219,1100,2283,Utilidade Pública,Energia Elétrica,Energia Elétrica
147,CSRN5,19.5,0.1103,0.0958,1.31,9.72,7.96,10161.5,1.9,0.171,0.1281,-1.44,0.676,6.05,6.59,8.79,2.29,1.126,1433000000.0,0.2601,0.116,4.62,19.5,2.19,20.5,20.4,26.0,0.01,19.5,4043855207,Companhia Enrgtca do Ro Grnd do Nrt Csrn Preference Shares Series A,9.32,19.8,20606128,900,660,Utilidade Pública,Energia Elétrica,Energia Elétrica
148,CSRN6,47.5,0.1103,0.0393,1.31,19.17,15.72,12655.8,1.9,0.171,0.1281,-3.52,1.647,14.73,16.05,21.42,5.57,2.743,1433000000.0,0.2601,0.116,-0.21,47.5,2.19,47.5,47.4,47.5,14.01,47.4,4043855207,Companhia Enrgtca do Ro Grnd do Nrt Csrn Preference Shares Series B,21.67,47.5,17721681,200,636,Utilidade Pública,Energia Elétrica,Energia Elétrica
149,CTKA3,28.2,0.0671,0.0,-2.95,25.18,17.62,28168.0,1.7,0.0672,0.1879,-0.44,0.327,1.31,6.47,2.31,-0.96,0.435,-182418000.0,-0.4146,0.0601,0.0,28.2,12.19,0.0,28.2,45.54,5.5,0.0,164411039,Karsten SA,2.31,0.0,2878404,0,673,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
150,CTKA4,25.0,0.0671,0.0,-2.95,24.45,17.11,120288.0,1.7,0.0672,0.1879,-0.39,0.29,1.16,5.73,2.05,-0.85,0.385,-182418000.0,-0.4146,0.0601,0.04,25.0,12.19,25.01,25.01,30.28,11.01,25.01,164411039,Karsten SA Preference Shares,2.05,25.01,3326971,100,2963,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
151,CTNM3,12.3,-0.0702,0.0,1.82,11.37,6.57,16399.5,1.09,0.0699,-0.0821,-0.34,0.086,2.64,2.53,-3.58,0.45,0.177,831219000.0,-0.1267,0.0387,0.0,12.3,-3.44,0.0,12.3,16.0,9.5,0.0,286976962,Companhia de Tecidos Nrt d Mns COTEMINAS,0.0,0.0,13912800,0,1550,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
152,CTNM4,7.17,-0.0702,0.0,1.82,10.32,5.96,267435.0,1.09,0.0699,-0.0821,-0.2,0.05,1.54,1.48,-2.09,0.26,0.103,831219000.0,-0.1267,0.0387,-1.39,7.17,-3.44,7.19,7.07,8.49,4.86,7.03,286976962,Companhia de Tecidos Nrt d Mns COTEMINAS Preference Shares,0.0,7.14,16723657,5200,31820,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
153,CTSA3,2.94,0.0644,0.0104,0.84,40.65,21.18,395625.0,0.93,0.0274,-0.0082,-2.75,0.457,-14.17,23.98,-79.83,1.14,0.657,285946000.0,-0.0143,0.0231,0.68,2.94,-0.04,2.96,2.96,7.83,2.21,2.87,325019844,Companhia Tecidos Santanense,0.0,2.91,38041111,18800,164976,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
154,CTSA4,2.88,0.0644,0.0116,0.84,40.17,20.92,683653.0,0.93,0.0274,-0.0082,-2.69,0.448,-13.88,23.49,-78.2,1.12,0.644,285946000.0,-0.0143,0.0231,-0.35,2.88,-0.04,2.94,2.87,4.05,1.7,2.82,325019844,Companhia Tecidos Santanense Preference Shares,0.0,2.87,73258019,42100,307080,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
155,CURY3,10.41,0.0,0.0378,0.52,10.66,10.56,9746910.0,2.18,0.2151,0.1804,7.83,1.584,3.48,11.24,14.87,5.63,2.418,539457000.0,0.3787,0.1902,0.58,10.41,0.7,10.5,10.47,11.78,8.24,10.37,3053013557,Cury Construtora E Incorporadora SA,14.96,10.49,291875088,226000,942850,Consumo Cíclico,Construção Civil,Incorporações
156,CVCB3,28.21,-0.1672,0.0,3.4,-9.7,-14.49,171183000.0,1.04,-1.5997,-0.3979,-3.41,1.175,55.06,-9.01,-41.15,16.33,14.415,347610000.0,-0.3967,-0.1711,2.41,28.21,-1.04,29.46,28.89,29.97,11.72,27.9,5812009185,CVC Brasil Operadora e Agencia d Vgns SA,0.0,28.41,201177258,7469100,6166536,Consumo Cíclico,Viagens e Lazer,Viagens e Turismo
157,CYRE3,24.09,0.1074,0.1206,0.47,16.93,15.91,154473000.0,2.78,0.1515,0.4897,19.5,0.826,2.44,15.65,5.0,1.69,2.37,5696170000.0,0.3379,0.0643,-1.83,24.09,5.01,23.86,23.65,31.9,21.44,23.52,9453914702,Cyrela Brazil Realty SA Emprdts e Prtpcs,4.72,23.86,399742799,1785300,7053946,Consumo Cíclico,Construção Civil,Incorporações
158,DASA3,62.26,0.2416,0.004,1.65,257.52,39.93,15145100.0,1.13,0.0187,-0.0102,-5.65,2.433,66.23,228.91,-401.18,9.67,4.287,3527320000.0,-0.0241,0.0128,-1.19,62.26,-0.18,62.6,61.52,242.0,17.5,61.12,33710696314,Diagnosticos da America SA,0.0,62.2,547963188,44200,218646,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
159,DIRR3,14.99,0.1409,0.1023,0.9,8.37,7.24,19386900.0,4.92,0.1758,0.1038,-2.11,0.437,1.03,7.88,17.28,1.82,1.385,1233260000.0,0.1055,0.0697,-2.33,14.99,0.88,14.99,14.64,18.73,11.03,14.51,2188500022,Direcional Engenharia SA,16.64,14.99,150000000,570800,1673573,Consumo Cíclico,Construção Civil,Incorporações
160,DMMO3,0.95,-0.0058,0.0,-0.01,-8.36,31.37,11269100.0,0.33,-0.121,0.2065,-0.32,1.299,-1.89,-9.43,5.53,-0.39,1.141,-758311000.0,-0.0703,-0.6483,0.0,0.95,0.21,0.99,0.95,2.39,0.76,0.93,294588346,Dommo Energia SA,4.59,0.95,310093070,12368500,13534306,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
161,DMVF3,9.77,0.0,0.0,0.13,6.17,2.97,3104850.0,1.41,0.0752,-0.0021,-3.12,0.343,3.71,6.72,-241.52,0.6,0.506,827695000.0,-0.0025,0.064,1.43,9.77,-0.04,10.06,9.91,16.75,8.79,9.74,501474136,D1000 Varejo Farma Participacoes SA,0.0,9.78,50602842,159900,312333,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
162,DOHL3,27.8,0.0575,0.0146,0.07,33.11,26.65,8341.5,4.76,0.1083,0.1807,7.97,2.35,5.47,33.92,20.33,3.13,3.673,671785000.0,0.154,0.081,0.0,27.8,1.37,0.0,27.8,65.0,2.8,0.0,1659890138,Dohler S.A.,20.33,0.0,54467820,0,203,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
163,DOHL4,7.18,0.0575,0.0624,0.07,7.95,6.4,322208.0,4.76,0.1083,0.1807,2.06,0.607,1.41,8.76,5.25,0.81,0.949,671785000.0,0.154,0.081,-0.14,7.18,1.37,7.29,7.17,7.48,4.62,7.11,1659890138,Dohler S.A. Preference Shares,5.21,7.22,21177465,74400,55826,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
164,DOTZ3,13.2,0.0,0.0,-0.32,0.0,0.0,1237900.0,0.41,0.0,0.0,-3.89,9.384,-9.26,0.0,0.0,-4.44,0.0,-389073000.0,0.0,0.0,-0.38,13.2,0.0,13.23,13.15,15.0,12.62,12.67,0,Dotz Ord Shs,0.0,13.2,130894052,59800,0,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
165,DTCY3,11.75,-0.0399,0.0,0.51,-94.88,48.23,151965.0,0.5,-0.1112,-0.1174,-9.97,5.715,-26.22,-93.55,-88.55,27.96,10.4,4677000.0,-0.3158,-0.0632,-2.21,11.75,-0.25,11.76,11.49,22.47,2.7,11.49,122718597,Dtcom Direct to Company SA,0.0,11.76,10680476,1700,17586,Bens Industriais,Serviços,Serviços Diversos
166,DTEX3,21.71,0.1296,0.0345,0.62,16.8,10.17,50403900.0,1.69,0.1549,0.0886,-6.77,1.338,9.28,14.94,26.14,2.99,2.315,5023510000.0,0.1144,0.1141,-1.38,21.71,0.83,21.71,21.41,24.45,12.65,21.29,14845692590,Duratex SA,25.83,21.71,691784501,267200,2435656,Materiais Básicos,Madeira e Papel,Madeira
167,EALT3,14.58,0.2311,0.0191,0.55,13.59,10.22,30601.3,1.16,0.108,0.0991,-4.37,0.732,12.04,11.46,12.49,1.82,1.238,180267000.0,0.1457,0.074,1.92,14.58,1.17,14.86,14.86,26.62,11.7,14.78,232807498,Electro Aco Altona SA,12.73,14.78,9750000,1200,1646,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
168,EALT4,7.11,0.2311,0.0431,0.55,7.72,5.8,532038.0,1.16,0.108,0.0991,-2.13,0.357,5.87,5.59,6.09,0.89,0.604,180267000.0,0.1457,0.074,0.0,7.11,1.17,7.18,7.11,8.6,3.71,7.1,232807498,Electro Aco Altona SA Preference Shares,6.09,7.17,12750000,6200,75123,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
169,ECOR3,13.13,0.0967,0.0,59.75,8.34,6.25,57026200.0,0.75,0.4262,-0.108,-0.79,0.647,-11.36,4.26,-16.83,50.88,1.818,144166000.0,-3.0232,0.179,-2.51,13.13,-0.78,13.11,12.8,14.95,9.83,12.74,7151347306,Ecorodovias Infraestrutura e Logistic SA,0.0,13.07,558699080,1611500,3742913,Bens Industriais,Transporte,Exploração de Rodovias
170,ECPR4,66.98,0.0,0.0,0.0,-62.4,-62.53,1064.67,1.12,0.0,0.0,-1.0,0.438,877.67,-62.57,-6.09,0.78,0.0,162368000.0,-0.1288,-0.007,0.0,66.98,-11.01,0.0,66.98,85.0,0.5,0.0,137549300,Empresa Nacional Comercio Redito Prtcpcs Preference Shares,0.0,0.0,873819,0,20,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
171,EEEL3,560.0,-0.0497,0.028,0.28,9.32,8.81,4952.38,3.41,0.371,0.3217,-3.9,0.94,4.51,9.5,10.9,2.04,3.525,2652850000.0,0.1871,0.117,0.0,560.0,51.34,0.0,560.0,565.0,100.0,0.0,5429799000,Companhia Estadual de Grc e TDEE CEEE GT,10.91,0.0,9506875,0,6,Utilidade Pública,Energia Elétrica,Energia Elétrica
172,EEEL4,699.0,-0.0497,0.0247,0.28,11.68,11.04,3328.57,3.41,0.371,0.3217,-4.86,1.173,5.63,11.86,13.6,2.54,4.4,2652850000.0,0.1871,0.117,0.0,699.0,51.34,0.0,699.0,699.0,100.0,0.0,5429799000,Companhia Estadual de Grc e TDEE CEEE GT Preference Shares,13.62,0.0,151572,0,6,Utilidade Pública,Energia Elétrica,Energia Elétrica
173,EGIE3,41.0,0.187,0.0603,2.27,8.59,7.38,59796900.0,1.79,0.4279,0.2179,-1.63,0.931,10.38,6.05,11.89,4.14,2.59,8088960000.0,0.3479,0.1792,-1.61,41.0,3.45,41.05,40.34,47.7,38.31,40.26,32906369668,Engie Brasil Energia SA,11.71,40.86,815927740,635300,1415523,Utilidade Pública,Energia Elétrica,Energia Elétrica
174,EKTR3,34.0,0.097,0.0854,1.23,8.61,7.13,2096.33,1.19,0.1634,0.0917,-2.1,0.727,15.08,5.62,10.01,2.07,0.917,3187000000.0,0.2066,0.147,-0.03,34.0,3.06,33.99,33.99,68.0,17.0,33.99,6012471002,Elektro Redes SA,11.12,33.99,91880972,100,70,Utilidade Pública,Energia Elétrica,Energia Elétrica
175,EKTR4,28.37,0.097,0.1126,1.23,7.68,6.36,67594.3,1.19,0.1634,0.0917,-1.75,0.607,12.58,4.69,8.35,1.72,0.765,3187000000.0,0.2066,0.147,-4.55,28.37,3.06,27.08,27.08,32.5,18.11,27.08,6012471002,Elektro Redes SA Preference Shares,8.86,27.08,101878293,100,3353,Utilidade Pública,Energia Elétrica,Energia Elétrica
176,ELET3,47.57,-0.1601,0.0843,0.65,29.37,19.27,320396000.0,1.79,0.1165,0.2535,-1.23,0.421,3.87,21.11,9.77,1.02,2.46,72815700000.0,0.1049,0.0227,-1.64,47.57,4.82,48.2,46.79,48.2,26.27,46.05,73493879040,Centrais Eletricas Brasileiras SA,9.7,48.0,1288842596,7021200,8729956,Utilidade Pública,Energia Elétrica,Energia Elétrica
177,ELET5,67.99,-0.1601,0.0,0.65,38.43,25.22,10123.5,1.79,0.1165,0.2535,-1.76,0.601,5.54,30.18,13.96,1.46,3.517,72815700000.0,0.1049,0.0227,0.0,67.99,4.82,0.0,67.99,90.97,25.89,0.0,73493879040,Centrais Eletricas Brasileiras SA Preference Shares Series A,14.09,0.0,146920,0,53,Utilidade Pública,Energia Elétrica,Energia Elétrica
178,ELET6,47.42,-0.1601,0.093,0.65,29.3,19.23,148895000.0,1.79,0.1165,0.2535,-1.23,0.419,3.86,21.05,9.74,1.02,2.453,72815700000.0,0.1049,0.0227,-1.37,47.42,4.82,48.29,46.77,48.29,26.38,46.21,73603993530,Centrais Eletricas Brasileiras SA Preference Shares Series B,9.69,48.29,279941394,2979300,4161416,Utilidade Pública,Energia Elétrica,Energia Elétrica
179,ELMD3,19.74,0.0,0.0,0.88,-30.77,-159.57,3538120.0,2.53,-0.3964,-0.4119,-25.81,1.673,5.83,-31.2,-30.47,3.64,12.366,749032000.0,-0.1194,-0.1038,-1.27,19.74,-0.73,19.84,19.49,21.37,14.4,19.38,5387620229,Eletromidia SA,0.0,19.62,138073338,22900,169026,Comunicações,Mídia,Publicidade
180,EMAE4,92.59,0.2591,0.0928,0.0,19.88,19.17,544200.0,3.18,0.3456,0.5117,-14.13,2.278,10.1,21.49,14.51,4.47,7.425,765519000.0,0.3079,0.1287,-0.82,92.59,6.38,93.83,91.83,99.88,28.0,91.83,3392849505,EMAE Empresa Mtrpltna de Ags e Enrga SA Preference Shares,14.39,93.83,22241714,3200,5260,Utilidade Pública,Energia Elétrica,Energia Elétrica
181,EMBR3,20.35,-0.0293,0.0,1.62,59.33,13.25,193389000.0,2.45,0.0197,-0.1258,-1.64,0.257,0.76,34.12,-5.33,0.98,0.673,15306500000.0,-0.1848,0.0105,-2.65,20.35,-3.84,20.45,19.81,21.56,5.77,19.66,2944456311,Embraer SA,0.0,20.35,740465044,4897500,11737150,Bens Industriais,Material de Transporte,Material Aeronáutico e de Defesa
182,ENAT3,15.59,0.2375,0.0124,0.27,14.74,4.83,25115400.0,3.6,0.2524,0.1966,9.84,0.94,2.78,19.64,25.21,1.5,4.957,2762730000.0,0.0595,0.0858,-2.69,15.59,0.12,15.56,15.17,18.0,8.81,15.15,4050897095,Enauta Participacoes SA,127.02,15.52,265806905,475400,1623970,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
183,ENBR3,18.8,0.1176,0.0532,0.97,5.72,4.71,64273800.0,1.16,0.2077,0.1259,-0.98,0.368,10.47,3.57,6.58,1.1,0.742,10352300000.0,0.1674,0.1227,-1.17,18.8,2.88,18.79,18.58,20.65,16.93,18.48,11275282243,EDP Energias do Brasil SA,6.46,18.79,606850394,2055700,3364856,Utilidade Pública,Energia Elétrica,Energia Elétrica
184,ENEV3,17.82,0.1086,0.0,0.9,28.03,18.62,109440000.0,3.13,0.3045,0.3163,-4.05,1.375,12.03,22.76,21.88,2.79,6.93,8074450000.0,0.1277,0.0712,-2.81,17.82,0.86,17.81,17.32,19.08,10.25,17.22,21927777773,Eneva SA,20.13,17.76,1266038219,2457400,6191530,Utilidade Pública,Energia Elétrica,Energia Elétrica
185,ENGI11,47.75,0.1552,0.0289,2.66,9.93,7.19,77392600.0,1.2,0.1538,0.0904,-0.72,0.386,8.14,5.36,10.1,2.32,0.825,7459190000.0,0.23,0.0852,-0.25,47.75,4.73,47.74,47.63,53.48,39.26,46.89,21781297116,Energisa SA Brazilian Units,10.15,47.56,0,1001100,1739796,Utilidade Pública,Energia Elétrica,Energia Elétrica
186,ENGI3,18.16,0.1552,0.0152,2.66,14.76,10.69,265861.0,1.2,0.1538,0.0904,-1.38,0.733,15.48,10.2,19.21,4.42,1.568,7459190000.0,0.23,0.0852,-1.93,18.16,4.73,18.66,17.81,22.15,11.79,17.4,21781297116,Energisa SA,3.75,18.18,755993938,7600,16106,Utilidade Pública,Energia Elétrica,Energia Elétrica
187,ENGI4,7.33,0.1552,0.0377,2.66,8.68,6.29,285348.0,1.2,0.1538,0.0904,-0.56,0.296,6.25,4.12,7.75,1.78,0.633,7459190000.0,0.23,0.0852,1.23,7.33,4.73,7.43,7.42,9.7,6.39,7.22,21781297116,Energisa SA Preference Shares,1.58,7.3,1058567972,15900,37066,Utilidade Pública,Energia Elétrica,Energia Elétrica
188,ENJU3,11.0,0.0,0.0,0.0,0.0,0.0,20482900.0,14.59,0.0,0.0,4.75,4.182,4.72,0.0,0.0,4.51,0.0,482921000.0,0.0,0.0,-1.09,11.0,-0.68,11.07,10.88,21.74,7.7,10.83,2152671126,Enjoei.com.br Atividades de Internet SA,0.0,11.0,197855783,906900,1811106,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
189,ENMT3,60.29,0.1177,0.04,1.47,13.47,11.19,61604.2,1.44,0.2222,0.1708,-4.06,1.508,15.24,10.97,14.27,4.95,2.437,2669040000.0,0.3466,0.1626,0.35,60.29,4.25,60.5,60.5,60.5,25.8,60.5,13245984950,Energisa Mato Gross Distribudr d Enrg SA,14.23,60.5,75529774,100,1000,Utilidade Pública,Energia Elétrica,Energia Elétrica
190,ENMT4,60.29,0.1177,0.04,1.47,13.47,11.19,26243.6,1.44,0.2222,0.1708,-4.06,1.508,15.24,10.97,14.27,4.95,2.437,2669040000.0,0.3466,0.1626,0.35,60.29,4.25,60.5,60.5,65.55,26.0,60.5,13245984950,Energisa Mato Gross Distribudr d Enrg SA Preference Shares,14.23,60.5,143412165,100,530,Utilidade Pública,Energia Elétrica,Energia Elétrica
191,EQPA3,5.36,0.0649,0.0373,1.28,9.24,7.6,203209.0,2.06,0.2375,0.1197,-3.23,0.939,4.22,8.14,16.15,3.4,1.933,3482100000.0,0.2106,0.16,2.43,5.36,0.0,5.49,5.49,5.8,2.92,5.31,0,Equatorial Para Dist De Energia Ord Shs,0.0,5.33,2204620569,8000,47583,Utilidade Pública,Energia Elétrica,Energia Elétrica
192,EQPA5,5.71,0.0649,0.035,1.28,9.77,8.04,7396.48,2.06,0.2375,0.1197,-3.44,1.0,4.49,8.67,17.2,3.62,2.059,3482100000.0,0.2106,0.16,0.0,5.71,0.0,0.0,5.71,6.8,3.6,0.0,0,Equatorial Para Distribuidra de Enrga SA,0.0,0.0,2166816,0,286,Utilidade Pública,Energia Elétrica,Energia Elétrica
193,EQPA7,6.08,0.0649,0.0329,1.28,10.33,8.5,7690.52,2.06,0.2375,0.1197,-3.66,1.065,4.78,9.23,18.32,3.86,2.193,3482100000.0,0.2106,0.16,0.0,6.08,0.0,0.0,6.08,7.19,4.24,0.0,0,Equatorial Para Dist Energia Prf Shs C,0.0,0.0,1201249,0,420,Utilidade Pública,Energia Elétrica,Energia Elétrica
194,EQTL3,25.33,0.2643,0.0411,1.68,7.51,6.53,156692000.0,2.0,0.268,0.19,-1.6,0.605,3.62,5.36,8.86,2.51,1.436,10179600000.0,0.2837,0.1415,-2.41,25.33,2.88,25.3,24.72,26.96,19.08,24.66,24969725884,Equatorial Energia SA,8.59,25.3,1010511085,3567200,6056100,Utilidade Pública,Energia Elétrica,Energia Elétrica
195,ESPA3,19.7,0.0,0.0031,0.79,55.57,33.18,29460200.0,1.75,0.1654,0.1792,-221.7,2.951,11.63,53.06,46.08,7.47,8.777,644392000.0,0.1621,0.0682,-1.47,19.7,0.46,19.7,19.41,23.28,14.74,19.24,4740611017,MPM Corporeos SA,42.45,19.7,244235566,481700,1715413,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal
196,ESTR4,62.1,-0.0213,0.0,-0.13,7.57,6.68,14418.8,0.19,0.0943,-0.1323,-0.08,0.215,-0.1,3.64,-2.59,-0.1,0.343,-503600000.0,0.0384,0.0651,0.0,62.1,-23.94,0.0,62.1,62.1,10.0,0.0,33465689,Manufatura de Brinquedos Estrela SA Preference Shares,0.0,0.0,538900,0,446,Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos
197,ETER3,25.34,-0.0086,0.0,0.25,8.13,7.32,101251000.0,2.2,0.2076,0.2762,168.42,1.877,5.03,8.98,6.75,5.73,1.863,273331000.0,0.8489,0.3156,-1.34,25.34,4.32,25.95,25.0,34.72,3.19,24.01,1543178190,Eternit SA,5.79,24.81,61776575,1652600,3512860,Bens Industriais,Construção e Engenharia,Produtos para Construção
198,EUCA3,21.5,0.1374,0.0173,0.33,8.15,5.46,144085.0,1.33,0.1516,0.0822,-8.14,0.717,8.14,6.71,9.68,1.29,1.017,1546950000.0,0.133,0.1168,0.23,21.5,1.75,21.55,21.55,30.5,19.8,21.55,1317618750,Eucatex SA Industria e Comercio,12.34,21.55,31257700,100,5266,Materiais Básicos,Madeira e Papel,Madeira
199,EUCA4,10.48,0.1374,0.0391,0.33,4.71,3.16,4191640.0,1.33,0.1516,0.0822,-3.97,0.35,3.97,3.27,4.72,0.63,0.496,1546950000.0,0.133,0.1168,0.19,10.48,1.75,10.69,10.5,13.3,6.01,10.24,1317618750,Eucatex SA Industria e Comercio Preference Shares,6.01,10.49,61361556,73500,319436,Materiais Básicos,Madeira e Papel,Madeira
200,EVEN3,10.76,0.0618,0.0704,0.23,3.93,3.83,14705200.0,2.43,0.1633,0.0547,1.64,0.402,0.87,7.17,36.82,1.25,1.171,1828290000.0,0.0339,0.0769,-2.6,10.76,0.3,10.75,10.48,15.3,9.2,10.41,2188407304,EVEN Construtora e Incorporadora SA,34.82,10.75,212000000,499100,1524330,Consumo Cíclico,Construção Civil,Incorporações
201,EZTC3,33.93,0.1042,0.0125,0.0,30.93,29.93,82267800.0,6.23,0.2434,0.4669,4.6,1.605,4.05,35.87,19.23,1.86,8.732,4143920000.0,0.0966,0.058,-0.5,33.93,1.76,33.94,33.76,46.0,28.8,33.27,7663519618,EZTEC Empreendimentos e Participacoes SA,19.16,33.93,227000000,866300,2844143,Consumo Cíclico,Construção Civil,Incorporações
202,FESA3,53.01,0.1151,0.0196,0.27,12.18,8.52,43849.7,2.13,0.2254,0.0723,-32.47,1.653,10.19,11.58,36.18,2.58,2.611,1814360000.0,0.0713,0.1615,0.0,53.01,1.52,0.0,53.01,64.32,20.0,0.0,4068897489,Companhia de Ferro Ligas da Bah Frbs,34.86,0.0,29440000,0,783,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
